status,employee id,employee email,employee first name,employee last name,start date,end date,employee job title,annual salary (usd),benefits and others,bonus target - % of salary,commission - % of salary,cost center,equity,function,job family,job level,job location,manager’s employee id,okr,employment type
ACTIVE,E000311,dfdemostagingEvangeline.Erickson@gmail.com,Evangeline,Erickson,9/1/2018,,Marketing Associate - SEO/SEM,70741,10417,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/SEO-SEM,Associate,US - Remote,E000043,,Permanent Full-time
ACTIVE,E000312,dfdemostagingMalaki.Sanchez@gmail.com,Malaki,Sanchez,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000043,,Permanent Full-time
ACTIVE,E000313,dfdemostagingKaylen.Tapia@gmail.com,Kaylen,Tapia,9/1/2018,,Senior Full Stack Engineer,87496,12766,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Full stack,Senior,US - Boston,E000043,,Permanent Full-time
ACTIVE,E000314,dfdemostagingEmerson.Guzman@gmail.com,Emerson,Guzman,9/1/2018,,Principal Product Manager,95645,13608,0.30,0.00,300 - Product,17964,Product,Product Management,Principal,US - Remote,E000044,,Permanent Full-time
ACTIVE,E000315,dfdemostagingRyan.Moody@gmail.com,Ryan,Moody,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000044,,Permanent Full-time
ACTIVE,E000316,dfdemostagingZack.Tapia@gmail.com,Zack,Tapia,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000044,,Permanent Full-time
ACTIVE,E000317,dfdemostagingZack.Cochran@gmail.com,Zack,Cochran,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000044,,Permanent Full-time
ACTIVE,E000318,dfdemostagingAntoine.Guzman@gmail.com,Antoine,Guzman,9/1/2018,,General Counsel,112440,14992,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Legal,Director,US - SF Bay Area,E000044,,Permanent Full-time
ACTIVE,E000319,dfdemostagingBailee.Rasmussen@gmail.com,Bailee,Rasmussen,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000044,,Permanent Full-time
ACTIVE,E000320,dfdemostagingCortez.Young@gmail.com,Cortez,Young,9/1/2018,,Customer Success Manager,70015,12350,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Mid-level,US - Remote,E000044,,Permanent Full-time
ACTIVE,E000321,dfdemostagingPaulina.Mayo@gmail.com,Paulina,Mayo,9/1/2018,,Senior Account Executive,75874,13412,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000045,,Permanent Full-time
ACTIVE,E000322,dfdemostagingIreland.Mayo@gmail.com,Ireland,Mayo,9/1/2018,,Product Manager,79786,11676,0.30,0.00,300 - Product,17964,Product,Product Management,Mid-level,US - Remote,E000045,,Permanent Full-time
ACTIVE,E000323,dfdemostagingIreland.Ingram@gmail.com,Ireland,Ingram,9/1/2018,,Account Executive,69914,12519,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000045,,Permanent Full-time
ACTIVE,E000324,dfdemostagingRyann.Rice@gmail.com,Ryann,Rice,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000045,,Permanent Full-time
ACTIVE,E000325,dfdemostagingRyann.Perez@gmail.com,Ryann,Perez,9/1/2018,,Product Marketing Manager,78435,11340,30%,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Mid-level,US - Boston,E000045,,Permanent Full-time
ACTIVE,E000326,dfdemostagingRyan.Shields@gmail.com,Ryan,Shields,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000045,,Permanent Full-time
ACTIVE,E000327,dfdemostagingAntoine.Dennis@gmail.com,Antoine,Dennis,9/1/2018,,Senior BE Engineer,87764,12805,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - Remote,E000045,,Permanent Full-time
ACTIVE,E000328,dfdemostagingSheldon.Guzman@gmail.com,Sheldon,Guzman,9/1/2018,,FE Engineer,72244,10703,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000046,,Permanent Full-time
ACTIVE,E000329,dfdemostagingEvangeline.Villarreal@gmail.com,Evangeline,Villarreal,9/1/2018,,Account Executive,69769,12493,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Boston,E000046,,Permanent Full-time
ACTIVE,E000330,dfdemostagingWyatt.Moody@gmail.com,Wyatt,Moody,9/1/2018,,Principal FE Engineer,95062,13692,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Principal,US - Remote,E000046,,Permanent Full-time
ACTIVE,E000331,dfdemostagingAdalyn.Lester@gmail.com,Adalyn,Lester,9/1/2018,,Marketing Communications Manager,78518,11352,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Marketing communications,Mid-level,US - SF Bay Area,E000046,,Permanent Full-time
ACTIVE,E000332,dfdemostagingPaulina.Rasmussen@gmail.com,Paulina,Rasmussen,9/1/2018,,FE Engineer,72463,10735,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000046,,Permanent Full-time
ACTIVE,E000333,dfdemostagingMarques.Robles@gmail.com,Marques,Robles,9/1/2018,,Principal BE Engineer,56979,8207,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Principal,Europe - Krakow,E000046,,Permanent Full-time
ACTIVE,E000334,dfdemostagingSavion.Lane@gmail.com,Savion,Lane,9/1/2018,,Engineering Director,126490,15616,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Management,Director,US - SF Bay Area,E000046,,Permanent Full-time
ACTIVE,E000335,dfdemostagingLyla.Underwood@gmail.com,Lyla,Underwood,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000047,,Permanent Full-time
ACTIVE,E000336,dfdemostagingYesenia.Perez@gmail.com,Yesenia,Perez,9/1/2018,,FE Engineer,72463,10735,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000047,,Permanent Full-time
ACTIVE,E000337,dfdemostagingAiden.Mayo@gmail.com,Aiden,Mayo,9/1/2018,,Senior FE Engineer,52391,7644,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000047,,Permanent Full-time
ACTIVE,E000338,dfdemostagingAlbert.Golden@gmail.com,Albert,Gålden,9/1/2018,,BE Engineer,48065,7121,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Mid-level,Europe - Krakow,E000047,,Permanent Full-time
ACTIVE,E000339,dfdemostagingCortez.Guzman@gmail.com,Cortez,Gúzman,9/1/2018,,Principal Product Manager,95645,13608,0.30,0.00,300 - Product,17964,Product,Product Management,Principal,US - Remote,E000047,,Permanent Full-time
ACTIVE,E000340,dfdemostagingJustine.Middleton@gmail.com,Justine,Middleton,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000047,,Permanent Full-time
ACTIVE,E000341,dfdemostagingJustine.Ingram@gmail.com,Justine,Ingram,9/1/2018,,Talent Acquisition Manager,9849​0,14070,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Talent Acquisition,Manager,US - Remote,E000047,,Permanent Full-time
ACTIVE,E000342,dfdemostagingAlbert.Villarreal@gmail.com,Albert,Villarreal,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000048,,Permanent Full-time
ACTIVE,E000343,dfdemostagingAlbert.Mayo@gmail.com,Albert,Mayo,9/1/2018,,Principal BE Engineer,56979,8207,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Principal,Europe - Krakow,E000048,,Permanent Full-time
ACTIVE,E000344,dfdemostagingRoderick.Rice@gmail.com,Roderick,Rice,9/1/2018,,Senior Full Stack Engineer,87496,12766,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Full stack,Senior,US - Boston,E000048,,Permanent Full-time
ACTIVE,E000345,dfdemostagingRyann.Fowler@gmail.com,Ryann,Fowler,9/1/2018,,FE Engineer,72244,10703,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000048,,Permanent Full-time
ACTIVE,E000346,dfdemostagingCortez.Kline@gmail.com,Cortez,Kline,9/1/2018,,Associate Customer Success Manager,63985,11460,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000048,'',Permanent Full-time
ACTIVE,E000347,dfdemostagingRoderick.Greene@gmail.com,Roderick,Greene,9/1/2018,,Senior Product Marketing Manager,86187,12272,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Senior,US - SF Bay Area,E000048,,Permanent Full-time
ACTIVE,E000348,dfdemostagingRyan.Cooper@gmail.com,Ryan,Cooper,9/1/2018,,Senior BE Engineer,87853,12818,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - SF Bay Area,E000048,,Permanent Full-time
ACTIVE,E000349,dfdemostagingEvangeline.Tapia@gmail.com,Evangeline,Tapia,9/1/2018,,Senior BE Engineer,87764,12805,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - Remote,E000049,,Permanent Full-time
ACTIVE,E000350,dfdemostagingAntoine.Rice@gmail.com,Antoine,Rice,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000049,,Permanent Full-time
ACTIVE,E000351,dfdemostagingRoderick.Gentry@gmail.com,Roderick,Gentry,9/1/2018,,Account Executive,69914,12519,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000049,,Permanent Full-time
ACTIVE,E000352,dfdemostagingRyann.Cooper@gmail.com,Ryann,Cooper,9/1/2018,,Senior FE Engineer,52391,7644,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000049,,Permanent Full-time
ACTIVE,E000353,dfdemostagingSavion.Lester@gmail.com,Savion,Lester,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 ‐ Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000049,,Permanent Full-time
ACTIVE,E000354,dfdemostagingMarques.Rhodes@gmail.com,Marques,Rhodes,9/1/2018,,VP of Product Management,143762,16558,0.30,0.00,300 - Product,17964,Product,Product Management,VP,US - SF Bay Area,E000049,,Permanent Full-time
ACTIVE,E000355,dfdemostagingBailee.Lane@gmail.com,Bailee,Lane,9/1/2018,,Account Executive,69696,12480,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000049,,Permanent Full-time
ACTIVE,E000356,dfdemostagingKamila.Lester@gmail.com,Kamila,Lester,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000050,,Permanent Full-time
ACTIVE,E000357,dfdemostagingDakota.Middleton@gmail.com,Dakota,Middleton,9/1/2018,,Engineering Director,126490,15616,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Management,Director,US - SF Bay Area,E000050,,Permanent Full-time
ACTIVE,E000358,dfdemostagingChanel.Lane@gmail.com,Chanel,Lane,9/1/2018,,Product Marketing Manager,78435,11340,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Mid-level,US - Boston,E000050,,Permanent Full-time
ACTIVE,E000359,dfdemostagingEmerson.Coleman@gmail.com,Emerson,Coleman,9/1/2018,,FE Engineer,72244,10703,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000050,,Permanent Full-time
ACTIVE,E000360,dfdemostagingIreland.Villarreal@gmail.com,Ireland,Villarreal,9/1/2018,,Senior Account Executive,75874,13412,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000050,,Permanent Full-time
ACTIVE,E000361,dfdemostagingZack.Middleton@gmail.com,Zack,Middleton,9/1/2018,,Account Executive,69841,12506,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000050,,Permanent Full-time
ACTIVE,E000362,dfdemostagingAdalyn.Perez@gmail.com,Adalyn,Perez,9/1/2018,,Principal BE Engineer,56979,8207,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Principal,Europe - Krakow,E000050,,Permanent Full-time
ACTIVE,E000363,dfdemostagingMalaki.Fowler@gmail.com,Malaki,Fowler,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000051,,Permanent Full-time
ACTIVE,E000364,dfdemostagingAlbert.Cochran@gmail.com,Albert,Cochran,9/1/2018,,FE Engineer,48017,7114,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000051,,Permanent Full-time
ACTIVE,E000365,dfdemostagingAlbert.Vasquez@gmail.com,Albert,Vasquez,9/1/2018,,Associate Customer Success Manager,63985,11460,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000051,,Permanent Full-time
ACTIVE,E000366,dfdemostagingRyan.Underwood@gmail.com,Ryan,Underwood,9/1/2018,,FE Engineer,72244,10703,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000051,,Permanent Full-time
ACTIVE,E000367,dfdemostagingWyatt.Golden@gmail.com,Wyatt,Golden,9/1/2018,,Senior Account Executive,75874,13412,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000051,,Permanent Full-time
ACTIVE,E000368,dfdemostagingCortez.Fowler@gmail.com,Cortez,Fowler,9/1/2018,,FE Engineer,47968,7106,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000051,,Permanent Full-time
ACTIVE,E000369,dfdemostagingMarques.Lane@gmail.com,Marques,Lane,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000051,,Permanent Full-time
ACTIVE,E000370,dfdemostagingAbigail.Ingram@gmail.com,Abigail,Ingram,9/1/2018,,Chief of Staff,107676,13958,0.30,0.00,100 - C-Suite,17964,CEO Office,General Management,Principal,US ‐ SF Bay Area,E000052,,Permanent Full-time
ACTIVE,E000371,dfdemostagingKatelyn.Gentry@gmail.com,Katelyn,Gentry,9/1/2018,,Talent Acquisition Manager,98490,14070,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Talent Acquisition,Manager,US - Remote,E000052,,Permanent Full-time
ACTIVE,E000372,dfdemostagingKaila.Fowler@gmail.com,Kaila,Fowler,9/1/2018,,Account Executive,69841,12506,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000052,,Permanent Full-time
ACTIVE,E000373,dfdemostagingLyla.Rasmussen@gmail.com,Lyla,Rasmussen,9/1/2018,,Account Executive,69696,12480,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000052,,Permanent Full-time
ACTIVE,E000374,dfdemostagingDakota.Moody@gmail.com,Dakota,Moody,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000052,,Permanent Full-time
ACTIVE,E000375,dfdemostagingAdalyn.Coleman@gmail.com,Adalyn,Coleman,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000052,,Permanent Full-time
ACTIVE,E000376,dfdemostagingLily.Vasquez@gmail.com,Lily,Vasquez,9/1/2018,,Full Stack Engineer,81000,12000,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - Remote,E000052,,Permanent Full-time
ACTIVE,E000377,dfdemostagingLyla.Guzman@gmail.com,Lyla,Guzman,9/1/2018,,VP of Product Management,143762,16558,0.30,0.00,300 - Product,17964,Product,Product Management,VP,US - SF Bay Area,E000053,,Permanent Full-time
ACTIVE,E000378,dfdemostagingAdalyn.Vasquez@gmail.com,Adalyn,Vasquez,9/1/2018,,Associate Account Executive,63888,11616,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000053,,Permanent Full-time
ACTIVE,E000379,dfdemostagingLyla.Erickson@gmail.com,Lyla,Erickson,9/1/2018,,Associate Account Executive,63756,11592,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000053,,Permanent Full-time
ACTIVE,E000380,dfdemostagingKamila.Greene@gmail.com,Kamila,Greene,90/1/2018,,Principal BE Engineer,56979,8207,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Principal,Europe - Krakow,E000053,,Permanent Full-time
ACTIVE,E000381,dfdemostagingUlises.Rice@gmail.com,Ulises,Rice,9/1/2018,,Full Stack Engineer,80433,11916,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - SF Bay Area,E000053,,Permanent Full-time
ACTIVE,E000382,dfdemostagingPaulina.Rice@gmail.com,Paulina,Rice,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000053,,Permanent Full-time
ACTIVE,E000383,dfdemostagingYesenia.Shields@gmail.com,Yesenia,Shields,9/1/2018,,employee job title,annual salary (usd),benefits and others,0.30,0.00,cost center,17964,function,job family,job level,job location,E000053,,Permanent Full-time
ACTIVE,E000384,dfdemostagingYesenia.Young@gmail.com,Yesenia,Young,9/1/2018,,FE Engineer,72463,10735,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000054,,Permanent Full-time
ACTIVE,E000385,dfdemostagingDakota.Robles@gmail.com,Dakota,Robles,9/1/2018,,Engineering Director,126360,15600,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Management,Director,US - Boston,E000054,,Permanent Full-time
ACTIVE,E000386,dfdemostagingEmerson.Kline@gmail.com,Emerson,Kline,9/1/2018,,Senior BE Engineer,52337,7636,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Senior,Europe - Krakow,E000054,,Permanent Full-time
ACTIVE,E000387,dfdemostagingZack.Coleman@gmail.com,Zack,Coleman,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 - Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000054,,Permanent Full-time
ACTIVE,E000388,dfdemostagingMalaki.Perez@gmail.com,Malaki,Perez,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000054,,Permanent Full-time
ACTIVE,E000389,dfdemostagingRyann.Vasquez@gmail.com,Ryann,Vasquez,9/1/2018,,employee job title,annual salary (usd),benefits and others,0.30,0.00,cost center,17964,function,job family,job level,job location,E000054,,Permanent Full-time
ACTIVE,E000390,dfdemostagingRoderick.Cooper@gmail.com,Roderick,Cooper,9/1/2018,,Customer Success Manager,70015,12350,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Mid-level,US ‐ Remote,E000054,,Permanent Full-time
ACTIVE,E000391,dfdemostagingRyan.Tapia@gmail.com,Ryan,Tapia,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000055,,Permanent Full-time
ACTIVE,E000392,dfdemostagingZack.Rasmussen@gmail.com,Zack,Rasmussen,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 - Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000055,,Permanent Full-time
ACTIVE,E000393,dfdemostagingWyatt.Erickson@gmail.com,Wyatt,Erickson,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 - Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000055,,Permanent Full-time
ACTIVE,E000394,dfdemostagingAntoine.Kline@gmail.com,Antoine,Kline,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000055,,Permanent Full-time
ACTIVE,E000395,dfdemostagingYesenia.Sanchez@gmail.com,Yesenia,Sanchez,9/1/2018,,Account Executive,69696,12480,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000055,,Permanent Full-time
ACTIVE,E000396,dfdemostagingMarques.Sanchez@gmail.com,Marques,Sanchez,9/1/2018,,FE Engineer,48017,7114,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000055,,Permanent Full-time
ACTIVE,E000397,dfdemostagingAdalyn.Rice@gmail.com,Adalyn,Rice,9/1/2018,,BE Engineer,48065,7121,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Mid-level,Europe - Krakow,E000055,,Permanent Full-time
ACTIVE,E000398,dfdemostagingRyan.Guzman@gmail.com,Ryan,Gúzman,9/1/2018,,Associate Customer Success Manager,63851,11436,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000056,,Permanent Full-time
ACTIVE,E000399,dfdemostagingZack.Shields@gmail.com,Zack,Shields,9/1/2018,,Senior Account Executive,75794,13398,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000056,,Permanent Full-time
ACTIVE,E000400,dfdemostagingIreland.Rasmussen@gmail.com,Ireland,Rasmussen,9/1/2018,,Senior Account Executive,75874,13412,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000056,,Permanent Full-time
ACTIVE,E000401,dfdemostagingAiden.Shields@gmail.com,Aiden,Shields,9/1/2018,,FE Engineer,72463,10735,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000056,,Permanent Full-time
ACTIVE,E000402,dfdemostagingSheldon.Underwood@gmail.com,Sheldon,Underwood,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000056,,Permanent Full-time
ACTIVE,E000403,dfdemostagingIreland.Hanna@gmail.com,Ireland,Hanna,9/1/2018,,Marketing Associate - SEO/SEM,70741,10417,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/SEO-SEM,Associate,US - Remote,E000056,,Permanent Full-time
ACTIVE,E000404,dfdemostagingEmerson.Hanna@gmail.com,Emerson,Hanna,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000056,,Permanent Full-time
